day,symbol,contract_address,deposits_volume,borrows_volume
2023-01-29,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.844877748773924,0.0
2023-02-03,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,34136.51185182547,0.0
2023-02-26,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,856.2442162760913,0.0
2023-02-28,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2526.9794944473665,0.0
2023-02-08,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3.714381260688806e-05,0.0
2023-03-20,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1387.1634613837405,0.0
2023-06-07,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,40997.49360417751,0.0
2023-03-27,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,6.6435798611111145e-06,0.0
2023-03-05,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,55.57619817603563,0.0
2023-02-07,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,51296.28503817063,0.0
2023-05-19,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,22603.368728864556,0.0
2023-03-21,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,150385.72599348292,0.0
2023-03-22,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,36022.22542682915,0.0
2023-06-15,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2.281045157804192e-05,0.0
2023-03-28,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,184892.42329409884,0.0
2023-03-24,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,48037.28193809519,0.0
2023-01-23,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.512763229401895,0.0
2023-06-10,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,8130.902957309008,0.0
2023-03-15,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2562.725742993147,0.0
2023-04-13,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,195269.04624466973,0.0
2023-04-06,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,18.807104940235252,0.0
2023-01-28,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,100.51900354720343,0.0
2023-04-10,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.2353450158149691,0.0
2023-02-04,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,448.2100562932968,0.0
2023-02-21,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,993187.0940970484,0.0
2023-01-26,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,332601.48947285296,0.0
2023-05-12,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,186463.5866008746,0.0
2023-03-26,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.13429056249999996,0.0
2023-03-23,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,684.9674753260003,0.0
2023-03-30,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,9.96205256702633,0.0
2023-06-02,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,135358.94871800172,0.0
2023-06-19,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.7755866582677106,0.0
2023-05-14,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,355.0559781518111,0.0
2023-03-03,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1934.6752310897157,0.0
2023-04-08,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,19915.106383498947,0.0
2023-02-15,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,17240.694501258073,0.0
2023-04-09,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1.2944274604790056,0.0
2023-03-31,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,35949.695238985834,0.0
2023-05-20,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.3129819270833336,0.0
2023-03-19,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,998.3770677519018,0.0
2023-06-16,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,7627554.998648986,208533.92536539587
2023-06-10,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,5752444.1168832695,759846.8003107565
2023-01-24,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,59464.59461393181,0.0
2023-02-12,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,39857.09015771233,8005.346611111106
2023-03-14,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,809399.9161325995,672212.7695705132
2023-05-27,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,378486.81331626495,830213.3705208341
2023-03-28,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,730521.6941658979,0.0
2023-02-10,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,36847.23333069862,171217.22213385423
2023-06-19,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1030564.154798495,0.0
2023-05-14,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3117166.751292883,99998.13888888889
2023-05-16,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3893193.5024460554,9998.130173611104
2023-02-26,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,34351.0191448237,0.0
2023-06-14,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3956504.461298102,282644.415533707
2023-06-20,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,2952337.3281740807,200501.98402777736
2023-02-27,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,49513.21966424725,0.0
2023-06-08,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,7303469.231931191,11682265.315506965
2023-05-11,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3604588.2732265834,18243.610501226674
2023-05-08,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1014562.7581897633,2901.8914645833356
2023-02-05,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,39337.34750443905,140163.4777083334
2023-01-31,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,67847.30336818205,0.0
2023-07-03,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1208101.9623644787,795381.2800802452
2023-06-27,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,326792.44950669893,1231305.6711765504
2023-04-25,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,239983.00981718383,4996.861736111115
2023-02-18,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,50683.68851720807,0.0
2023-04-24,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,99196.27397806958,0.0
2023-06-02,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,289668.87345247937,289455.91759375064
2023-05-17,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,5132185.33768555,72678.77337100123
2023-03-09,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,37667.50618747424,0.0
2023-07-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1334348.287444409,0.0
2023-05-28,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1793830.86969228,1000840.2309784715
2023-06-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,65510.13013898871,0.0
2023-05-05,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,334124.50634626864,541316.1600743051
2023-03-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,319825.2194056553,0.0
2023-06-13,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,7675246.926667663,2417928.782183855
2023-04-12,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,77420.65988169849,0.0
2023-06-11,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,4952310.8420552295,274474.6191840283
2023-07-02,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,4540668.805775538,89398.47097600157
2023-06-07,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,21301.98240553539,578409.2906219735
2023-04-03,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,600004.6666666664,10000.077777777773
2023-05-23,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,2448111.6314098923,102181.66384961923
2023-05-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1038324.0750540787,1288015.4511408005
2023-06-15,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3314259.6076818383,51382.54063124991
2023-03-17,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,261164.4548138995,1653.5747994791661
2023-03-18,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1775064.8035364738,1201.7796083333328
2023-02-14,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,13412532.490939708,133533.68984673722
2023-06-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1120548.0001504277,3145475.9636564055
2023-02-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,96372.83317896364,71089.53962847216
2023-06-28,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3503605.363390744,2024276.9508010086
2023-06-06,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1017838.4495078363,94592.57091505337
2023-02-09,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,24650.381579943754,3002.310854166665
2023-06-23,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1179572.5917444136,2993925.4326032135
2023-04-13,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1552857.6133079862,0.0
2023-03-27,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,0.09136283220049453,0.0
2023-02-03,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,550881.6717053564,0.0
2023-03-07,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,47774.965287919054,0.0
2023-06-09,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,7021137.21698457,4093135.942484285
2023-05-29,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,109349.5672381045,12498.262065972227
2023-03-06,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,175676.64656210583,0.0
2023-04-20,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,495139.5400112097,840173.2558333338
2023-04-23,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,99224.05065283344,0.0
2023-04-18,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,75826.62445577784,0.0
2023-05-18,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,159506.52090289467,0.0
2023-05-31,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,122823.68475038833,72499.21559027772
2023-05-30,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3403187.2866159263,499937.8732638885
2023-06-03,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,92286.12093653175,369449.0730377971
2023-01-25,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,48956.17181341694,10017.215104166662
2023-04-09,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,91606.47464099359,310.1120917312378
2023-05-10,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,547702.8531374892,147988.146125
2023-03-11,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1375833.0536598305,2995908.238588692
2023-03-12,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,545616.7091483059,149071.7686349469
2023-03-13,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,2731938.8429231946,847452.0952142192
2023-03-10,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,480859.7922403419,9992.961944444422
2023-05-02,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,174277.93310075332,601191.3062500001
2023-02-13,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,50741.14090405384,15060.79436270834
2023-02-15,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,23182.873243782476,21558.82409020834
2023-02-20,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,35633.13741830798,0.0
2023-06-29,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,862800.5001755641,3682324.6838742746
2023-02-25,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,27159.144239879428,0.0
2023-05-03,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,2621384.909631326,0.0
2023-02-24,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,11144.288138472397,0.0
2023-03-20,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1118721.0246960926,380328.678292864
2023-06-17,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,208.9756848498002,0.0
2023-04-06,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,154137.96945152766,0.0
2023-02-28,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,25956.146808395264,0.0
2023-02-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,117545.0488300969,0.0
2023-05-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1117392.9423584274,62999.95843750003
2023-02-11,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,47451.35575984196,0.0
2023-03-05,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,96561.27924138434,0.0
2023-02-06,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,79720.02602464976,34178.072604340305
2023-05-15,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,2604556.9014098793,0.0
2023-06-18,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,56982.958679662486,0.0
2023-04-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,61431.51890357946,10001.10225694445
2023-05-19,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,115668.2074367146,21901.18016666664
2023-05-09,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,617396.0229585752,0.0
2023-05-25,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,75726.97524071787,135927.15272323557
2023-03-08,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,69345.43809843369,79998.20138888866
2023-05-06,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,316599.30126064975,0.0
2023-06-12,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,9924858.823036326,4108764.489013266
2023-02-19,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,78021.61440959337,5006.489427083333
2023-02-02,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,59446.633822092255,600.9558624999999
2023-01-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,66982.4541111725,4005.692097222223
2023-06-21,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,165010.48092291073,2437722.4242150174
2023-03-31,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,48963.07309488183,262872.73568985047
2023-05-24,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,181408.2091320303,119669.34857572391
2023-06-30,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,7175028.696531102,16980.773295138846
2023-02-08,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,44810.34580856185,12011.056874999998
2023-01-23,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,87032.7212327725,51998.20569163889
2023-04-07,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,41070.34092616369,0.0
2023-05-13,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,331459.8364383591,29997.37385416662
2023-03-02,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,77707.05788158122,0.0
2023-05-26,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,83228.85369837168,310986.38626658625
2023-02-23,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,18933.828264826425,0.0
2023-03-22,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,11786.048981753405,2001.6993124999974
2023-04-01,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,1200.9698620829336,0.0
2023-04-21,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,89256.32770533611,0.0
2023-03-15,TUSD,0x0000000000085d4780b73119b644ae5ecd22b376,3002593.0060866447,241938.96851206964
