day,liquidator,user,token_col,token_debt,col_contract_address,collateral_amount,col_value_USD,col_current_value_USD,debt_contract_address,debt_amount,debt_value_USD,debt_current_value_USD
1681171200000000000,0xb0bababe78a9be0810fadf99dd2ed31ed12568be,0xd2cc11133e247dcd5f0180b1ea12102446bd941d,USDC,WBTC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,278015.22541,278007.2372989225,278310.9326464123,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8.75727438,263582.3791670646,374953.0181880116
1683504000000000000,0x50a77ba863dbaa84269133e5625ef80072f1884a,0xa6b94ce98d6cd4f447a9c6788f169dd17f65f747,ENS,DAI,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,164.939422847117,1730.9762450842693,2998.650520791844,0x6b175474e89094c44da98b954eedeac495271d0f,1516.157027678453,1518.3494065337788,1516.9157253558947
1702944000000000000,0x5c5c1776c16ef823e6582dd2747018ca5638e972,0xab192cf0d1d01203862f618b65b31fdedb8b3305,ENS,DAI,0xc18360217d8f7ab5e7c516566761ea12ce7f9d72,3053.240456380365,25359.282296111374,55508.87063012262,0x6b175474e89094c44da98b954eedeac495271d0f,23108.65717831135,23132.3687467746,23120.220943943747
1675900800000000000,0xb0bababe78a9be0810fadf99dd2ed31ed12568be,0x37ffe93c07b80062454dcca32c4c0971956ab0bd,stETH,GUSD,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,3.21188669222151,5196.531107541636,7415.705900934822,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,4598.65,4624.136931832639,4593.0694780332615
1702080000000000000,0x6fb323bc0a1c0e5991bfc2088b02b6185d8d4232,0x16661cca7739732289a9cd6cb26baf7494da268e,WETH,BUSD,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.5753320550748544,6081.965792507359,5940.94392340543,0x4fabb145d64652a948d72533023f6e7a623c7c53,5744.366520788188,5749.2323981456375,5746.846974342121
1703030400000000000,0xf56d768acbcef74cc805fbe98b7cfbd8eb8ee6e8,0x9e156b701f8c0154fdba2a976279c7b225728459,ENJ,WETH,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,1258.3380457143676,426.8671599857681,348.6404028833113,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.16742759670068622,370.20994884334215,386.232898110844
1695945600000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x39fb0eed83ff1537053749e2dd9a8f77e9904132,USDC,BUSD,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,688.770233,688.8450363171778,689.5028343955643,0x4fabb145d64652a948d72533023f6e7a623c7c53,652.8207687886475,653.035422150945,653.1026608981017
1694822400000000000,0x796d37daf7cdc455e023be793d0daa6240707069,0x37c81ffa827428cd99e470cd2c0734f5a7981d23,REN,USDT,0x408e41876cccdc0f92210600ef50372656052a38,1805.5858894272951,87.96897209309715,97.18168064680383,0xdac17f958d2ee523a2206206994597c13d831ec7,81.366217,81.39415471215469,81.39800035733334
1701907200000000000,0x8ae3273700f90084009400c5001b00c37b2e7800,0xb87736c9c2ddbbab1d6b59955a2d5afb8713c2db,USDC,PAX,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2263.416657,2265.1448384903056,2265.82411034542,0x8e870d67f660d95d5be530380d0ec0bd388289e1,2145.7445645905377,2149.4549071163133,2148.888428639867
1686355200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x5eb1ca2d9d250ffad144c7b6f0191fafc97ae1ee,SNX,WETH,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,2891.9604860265094,5209.445071339125,8966.74303366357,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.663833088136031,4702.374646119807,6145.103877669897
1692316800000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x8bce3e85a88b6356f70ed213031834eb165c7eae,USDC,BUSD,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,895.919214,896.8032747277374,896.8721466835605,0x4fabb145d64652a948d72533023f6e7a623c7c53,855.699363495789,856.9065799981603,856.0688598570675
1696377600000000000,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,0x2b9f0a0b3b0a8d7a63450e6cb9232271d0c627f9,CRV,DAI,0xd533a949740bb3306d119cc777fa900ba034cd52,221.71741526732418,107.06224341144828,102.74976927728872,0x6b175474e89094c44da98b954eedeac495271d0f,98.7253448892088,98.70259349636056,98.77474787880993
1687737600000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xe2ffe0bfc6523fb051266339a06f48ce52676b8a,MANA,DAI,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,417.776394047875,160.3235813639328,181.75071548156777,0x6b175474e89094c44da98b954eedeac495271d0f,147.75269527101133,147.93445468558366,147.82663195744382
1704499200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x4d6198f5e3ae435e7be1261f99602d42d448bcce,WETH,TUSD,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.15998914466654135,359.6084448541374,369.0733918931065,0x0000000000085d4780b73119b644ae5ecd22b376,338.6241603823278,339.1629396401762,334.1521150615405
1704499200000000000,0x6fb323bc0a1c0e5991bfc2088b02b6185d8d4232,0xa83646668b3dd12bf20f2a47ac08df944d5075e8,WETH,TUSD,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.40324024153075655,906.3652191010675,930.2208846715321,0x0000000000085d4780b73119b644ae5ecd22b376,871.0423904979756,872.4282915281241,859.5389554145611
1703203200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xb87736c9c2ddbbab1d6b59955a2d5afb8713c2db,WETH,USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.4521472286155331,1038.763137218663,1043.042711729063,0xdac17f958d2ee523a2206206994597c13d831ec7,961.99008,963.5690798285351,962.3658535776725
1692316800000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x8bf8214c5824fa5cc90b548ff95cf3adf3fcb8bf,WETH,USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.1611554485932488,270.3191725710568,371.7638978465281,0xdac17f958d2ee523a2206206994597c13d831ec7,255.629377,255.79200077627016,255.72923121632778
1692316800000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x3b0142071b8c19b6676a39da947119bcbe94a85a,WETH,USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.28427647551163493,476.84010880498823,655.7875115288274,0xdac17f958d2ee523a2206206994597c13d831ec7,455.611261,455.9011072791897,455.7892323503635
1690675200000000000,0x6dce52e318338b0cc30969ada8e0c95d24c37a28,0x8c8403d99ed196aa25be213e1564eb878611b35c,KNC,USDT,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,400.5180775389313,307.92341991498455,232.07182060460502,0xdac17f958d2ee523a2206206994597c13d831ec7,284.478965,284.82437283999315,284.5900884727604
1681430400000000000,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,0xac047a2e944f7a2ed4eed793b723a1911a56c1dd,USDC,USDT,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,171237.281319,171228.58448666005,171419.41560015283,0xdac17f958d2ee523a2206206994597c13d831ec7,159396.050408,159555.80011839478,159458.313860996
1678233600000000000,0xf2bdcb1ec8810c35bf9b947371820c199bd775db,0xd450e0636e5babe4cc502cc6451a951ec5fde684,stETH,DAI,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,1.7317325508602859,2693.6356626745355,3998.2790574014048,0x6b175474e89094c44da98b954eedeac495271d0f,2502.4828989453067,2503.096068079787,2503.735162351146
1686355200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xf3d5e8f1cb8cc717661d6a8e692b60cdd1b45ca2,xSUSHI,DAI,0x8798249c2e607446efb7ad49ec89dd1865ff4272,703.3153916469097,579.1074147837242,1012.7741639715675,0x6b175474e89094c44da98b954eedeac495271d0f,496.4600858863662,497.0156385130327,496.7085186721715
1686355200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xf3d5e8f1cb8cc717661d6a8e692b60cdd1b45ca2,xSUSHI,DAI,0x8798249c2e607446efb7ad49ec89dd1865ff4272,358.96676105440815,295.5719659436498,516.9121359183567,0x6b175474e89094c44da98b954eedeac495271d0f,248.23200697919953,248.50978549034366,248.35622435492226
1686355200000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xcb76200a088672e18e57a4381264aa82eae14875,xSUSHI,DAI,0x8798249c2e607446efb7ad49ec89dd1865ff4272,588.5049742182266,484.5729216999383,847.447162874261,0x6b175474e89094c44da98b954eedeac495271d0f,411.03997200716907,411.49993715362353,411.2456598524281
1690416000000000000,0x310340b049dcb3479a81c62e9f2c333f4107ccc1,0x18f93fa526e598769fd909f1d2c82315219d49ed,LINK,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,14.147444269414095,112.56404208345215,265.98010000775827,0x514910771af9ca656af840dff83e8264ecf986ca,13.221910532162706,105.20003933032912,248.5795327175311
1694390400000000000,0x796d37daf7cdc455e023be793d0daa6240707069,0x30be66e2dc50c1a80d8e656f4b54ece0450e4ed4,ENJ,USDC,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,1335.957273659628,327.0457361499475,370.1459108781557,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,301.060904,301.1722829449256,301.3811234692119
1694390400000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x4a90e18f3e90074a820532a3da62b347ea86711b,ENJ,USDC,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,1551.3420176602444,379.77246891752276,429.82130905835106,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,362.127248,362.26121873573874,362.512419882503
1694390400000000000,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,0x3ac9cde968653fded8819b9a17718cb6e37e7cc9,ENJ,USDC,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,313.3850348433587,76.7174530499511,86.8277687204174,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,71.670928,71.69744300821401,71.74715983952868
1702080000000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x2522c7c746bc8f8e2325e93c1ef6605d7b509ee3,ZRX,WBTC,0xe41d2489571d322189246dafa5ebde1f4699f498,1061.0773232875379,463.69847571865586,332.26051464305357,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.00936114,411.6246592173036,400.8082360302297
1696032000000000000,0x796d37daf7cdc455e023be793d0daa6240707069,0xcda460bb03e11c7e451d01df1d8307fb78ce0f4c,MANA,USDC,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,192.27443220511432,59.66784157140689,83.64765486986107,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,55.966999,55.979086122815346,56.02652756207847
1694390400000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x651a1ff4f2ec09faa582d36d00361d8960503ddb,MANA,USDC,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,518.4025862120561,142.46512893147369,225.5274407407978,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,132.248843,132.2977691023443,132.3895077417406
1694390400000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0xb97545db2e6f618927e88a1d8aba8b2ed4e4292e,MANA,USDC,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,1887.1697412743536,518.6237253767274,821.0000746774447,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,481.432812,481.61092040909824,481.94488167584154
1694390400000000000,0x7b4aa82a26f6d864489b1dd905cb591ed4f9c715,0x8837fd987ee0779e15727884bacd12a6a09401fb,MANA,USDC,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,17986.74717852313,4943.03910512884,7825.009300329273,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4588.569901,4590.267464740427,4593.450472999279
1692230400000000000,0xe1908adc8c63529287da7438997e6a77b00a713f,0x9431e0e583a9f68abe709d755403ebf6be0fbf1a,KNC,WBTC,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,270.7135941498117,162.25159670779146,156.85932840486134,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.00529576,149.34647725714456,226.74420252655648
1705708800000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x7420fa58ba44e1141d5e9adb6903be549f7ce0b5,WBTC,USDC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.01185133,493.2338871004262,507.4286541929874,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,468.465534,469.1162244936438,468.9638112012189
1704412800000000000,0xb6569481dccddd527c2b0e8ba32f494e52224ca1,0x2522c7c746bc8f8e2325e93c1ef6605d7b509ee3,ZRX,WBTC,0xe41d2489571d322189246dafa5ebde1f4699f498,692.3320499144288,231.39747515408786,216.7934401761897,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.00468362,205.18747890870466,200.5347073578543
1697587200000000000,0xf56d768acbcef74cc805fbe98b7cfbd8eb8ee6e8,0x91d6e260a5965a3c33d5bc4bf4adcf96c449ed2e,MKR,WETH,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0.02427657922403998,33.708145734918276,48.361759863837435,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.020073795896321845,31.54637033297418,46.307541396430835
1696377600000000000,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,0x4951f93ac8349d8a6688ff083111194d2bbe340f,CRV,USDT,0xd533a949740bb3306d119cc777fa900ba034cd52,186.62315619045745,90.11603238376783,86.48615273296903,0xdac17f958d2ee523a2206206994597c13d831ec7,82.254313,82.27939628138625,82.2864432663277
1693958400000000000,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,0x8c8403d99ed196aa25be213e1564eb878611b35c,KNC,USDT,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,289.2334513711787,155.7690493605285,167.59027220921988,0xdac17f958d2ee523a2206206994597c13d831ec7,143.201611,143.215670116497,143.25754856402764
