day,symbol,contract_address,deposits_volume,borrows_volume
2024-01-21,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,18745.902777777846,0.0
2024-01-20,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,90235.41666666669,0.0
2024-01-13,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,13523.802083333332,0.0
2024-01-11,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,29183.637708246002,0.0
2024-01-08,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,3339.405456305735,0.0
2024-01-07,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,80401.97558976988,0.0
2024-01-06,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,15181.974567290024,0.0
2024-01-04,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,5742438.003099667,0.0
2024-01-03,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,57040.51707068518,35644.16666666668
2023-12-30,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,21725.336799704375,126373.2451845498
2023-12-26,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,40306.280452800755,0.0
2023-12-15,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,60073.17125269404,0.0
2023-12-06,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,115911.6801157437,0.0
2023-12-03,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,26289.692347245757,0.0
2023-11-29,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,41823.08133929234,0.0
2023-11-27,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,1042.6405317986341,1042.6405317986341
2023-11-25,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,9313.649093080428,0.0
2023-11-23,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,15293.526268918133,0.0
2023-11-22,FXS,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,6.928020833333341,0.0
2024-01-23,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,549864.7555180603,0.0
2024-01-21,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,19249.381413937073,0.0
2024-01-20,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,187716.57797223856,0.0
2024-01-17,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5456.66614489721,27822.402708333328
2024-01-16,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,116290.4504808403,74739.91158815478
2024-01-15,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,375184.9949097096,0.0
2024-01-14,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2492.0830358827234,0.0
2024-01-13,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,10373.55776396528,0.0
2024-01-12,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3086.2842554972644,105458.12711265469
2024-01-11,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3891581.2331823735,494433.5208333332
2024-01-10,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,382603.17519845243,0.0
2024-01-05,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1925.4054814220056,0.0
2024-01-04,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,36564.52323695254,0.0
2024-01-03,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1285324.341154098,26789.698094241932
2024-01-02,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3346214.075391697,20379.96375000001
2024-01-01,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,170.24435069444442,102146.61041666665
2023-12-31,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,500270.91226660943,0.0
2023-12-30,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,72626.87056761305,0.0
2023-12-27,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,737641.4125834754,269.6721188919817
2023-12-23,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,4793.673725013506,0.0
2023-12-20,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,3578.7551853958344,0.0
2023-12-14,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,12285.378437500009,0.0
2023-12-13,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5052.90199413607,0.0
2023-12-11,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,127443.43575758296,0.0
2023-12-09,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,71414.29332135129,0.0
2023-12-08,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,171821.0614346225,598.4413325767966
2023-12-05,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2887.2169431613374,0.0
2023-12-03,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,197583.2171677381,0.0
2023-11-29,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2008.9728205754177,0.0
2023-11-26,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,68290.3470441892,0.0
2023-11-25,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1481.6682048112907,20090.285507502103
2023-11-21,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1427.8599100422225,70945.75347222222
2023-11-19,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,811.495290815971,0.0
2023-11-13,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,73667.74161082081,97773.44577298367
2023-11-12,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,19993.132324160597,0.0
2023-11-11,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1002.2994801562484,0.0
2023-11-10,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2086.394084828942,0.0
2023-11-09,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,516.0622975290846,0.0
2023-11-08,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,19018.34182888283,0.0
2023-11-07,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1484.674813027415,0.0
2023-11-06,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1299.4905429117287,0.0
2023-11-04,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5411.058512915922,40.07767708333331
2023-11-03,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1175.0382519753484,0.0
2023-11-02,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,24351.033068055596,0.0
2023-11-01,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,190042.88612828552,221664.05681892
2023-10-31,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,80798.09586647524,0.0
2023-10-29,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,36.88793739255355,0.0
2023-10-28,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,11625654.505126078,0.0
2023-10-26,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2855.833234080507,14279.537152777764
2023-10-25,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,7.270086631944438,0.0
2023-10-23,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,170159.35679240755,0.0
2023-10-19,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,5413.657061552347,0.0
2023-10-18,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,34712.618923611204,0.0
2023-10-17,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,1503.656999818293,209277.7395833333
2023-10-11,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,41086.62932890103,15660.26286304235
2023-10-10,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,116348.69106674987,1517.158815454211
2023-10-09,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2759.6226619950703,27733.76138225694
2023-10-08,MKR,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,947613.4967842859,260190.8677621233
