date,symbol,contract_address,avg_stableBorrowRate,avg_variableBorrowRate,avg_supplyRate,avg_liquidityIndex,avg_variableBorrowIndex
2023-04-13,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09331942113294828,0.0033194211329482964,5.675890473725845e-05,1.0000442436437216,1.0004731233879078
2023-08-24,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,0.08825937979832411,0.0382593797983241,0.026348102543245207,1.017708593020918,1.0246476457334472
2023-01-27,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.09018110357286085,0.019578741519468403,0.004237845694532972,1.0000623904778216,1.000004030012863
2023-02-28,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.09011895792594007,0.00011895792594007556,7.732687440749248e-08,1.0000002174256613,1.0000060284848333
2023-04-26,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.05380528963276498,0.030442317062119844,0.01676604683136871,1.0037463931346549,1.0070186487132653
2023-09-15,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09462158175511383,0.0046215817551138304,0.00011124909818590303,1.0002408419855475,1.0030207387856682
2023-10-25,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.10955204238223971,0.019552042382239728,0.0019674419710588547,1.0003054481447755,1.0036812652355436
2023-11-24,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07617366657346383,0.0038203748951468027,4.2893160977785136e-05,1.0005191054376985,1.0034526562249064
2023-02-09,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.053181403638393236,0.025451229107145958,0.013220384765945024,1.0006639506740036,1.001087710868516
2023-04-30,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09233456412849268,0.0023345641284926856,2.8047740216089806e-05,1.0000455088893823,1.000580697501304
2023-08-21,cbETH,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0.0971243544126366,0.007124354412636603,0.0002773812562858527,1.0004298682209278,1.0018741482144393
2023-03-11,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.09519364492321927,0.005193644923219265,0.0002270205007271155,1.000040581809066,1.0002354049785518
2023-08-11,BAL,0xba100000625a3754423978a60c9317c58a424e3d,0.34781268691555794,0.1278126869155579,0.02893345779256656,1.0276674691561867,1.0625446399072174
2023-06-09,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.10515533770178684,0.025803050115306776,0.00599217928178019,1.0007884562180074,1.0053627601737682
2023-05-15,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,0.05456593171621753,0.03652745372974028,0.024016598327768965,1.0048815024667277,1.0088299751772412
2023-06-03,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07543778712269752,0.0029925105130347222,1.2552896681829829e-05,1.0003622875619953,1.0015623968051053
2023-09-02,AAVE,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,0.09,0.0,0.0,1.0,1.0
2023-10-17,wstETH,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.07570839229771498,0.0032969413349293536,2.233635065216033e-05,1.0005071697868675,1.0030639846852407
2024-01-01,SNX,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0.20227627655428582,0.05227627655428582,0.004040625241329909,1.0209714386330564,1.073205331989992
2023-10-01,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.07539827692834565,0.00879901538762608,0.0006968053583593215,1.0013637882968183,1.0093510562459271
2023-02-05,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.05381222011537071,0.030497760922965796,0.018855791489986885,1.0004657095427603,1.0007608111971127
