Metric,Value,P-value,Low CI 95%,High CI 95%
MSE,0.003566260235651794,NA,NA,NA
R-squared,0.1266130373416775,NA,NA,NA
Coefficient (price_eth),8.475272669345918e-05,1.7139199388852233e-09,5.796711430856064e-05,0.00011153833907835773
Coefficient (market_cap_eth_volume),0.0,,0.0,0.0
Coefficient (volumes_last_24h_eth_volume),3.125255095039345e-11,6.694999239058495e-09,2.0968276037982757e-11,4.153682586280414e-11
