date,open,high,low,close,token
2022-04-11,21320.4337,21320.4337,20271.8299,20271.8299,YFI
2022-04-15,18522.2124,19448.6604,18522.2124,18826.4445,YFI
2022-04-19,19125.5627,19163.7164,18719.6457,19159.8354,YFI
2022-04-23,19428.8436,19428.8436,18735.1581,18735.1581,YFI
2022-04-27,18378.5182,18720.902,17516.3095,17516.3095,YFI
2022-04-30,17715.3382,17851.3851,16949.2844,16949.2844,YFI
2022-05-03,16658.6822,17175.4106,16658.6822,17175.4106,YFI
2022-05-07,17458.3611,18344.3383,16775.7802,16775.7802,YFI
2022-05-11,16469.3792,16469.3792,12658.1003,13746.8729,YFI
2022-05-15,11431.4322,11431.4322,9933.7944,10304.1273,YFI
2022-05-19,10589.6207,10589.6207,9083.3868,9083.3868,YFI
2022-05-23,9541.8097,9541.8097,9200.3557,9506.8747,YFI
2022-05-27,8943.2044,9082.5454,7791.6882,7791.6882,YFI
