Metric,Value,P-value,Low CI 95%,High CI 95%
Coefficient (avg_supplyRate_eth_rates_ma_7),14.429991342579681,0.1648547189659152,-5.97359517089401,34.833577856053374
Coefficient (avg_supplyRate_eth_rates_ma_14),1.638422739908127,0.7924187694843989,-10.612110053674822,13.888955533491078
Coefficient (avg_supplyRate_eth_rates_ma_21),-15.290983663376341,0.10213979001933386,-33.64851167915162,3.0665443523989353
Coefficient (avg_supplyRate_eth_rates_ma_30),2.854920090807113,0.8052245335128507,-19.926831368355128,25.636671549969353
Coefficient (avg_liquidityIndex_eth_rates_ma_7),3.2974787974824245,0.6340019224935409,-10.328813474115128,16.923771069079976
Coefficient (avg_liquidityIndex_eth_rates_ma_14),2.1218385169889293,0.6851226990539383,-8.174047133461439,12.417724167439296
Coefficient (avg_liquidityIndex_eth_rates_ma_21),0.5290187538115543,0.9397121305137325,-13.235571746348342,14.29360925397145
Coefficient (avg_liquidityIndex_eth_rates_ma_30),0.5035742021765692,0.9564383642196415,-17.638237570474754,18.645385974827892
Coefficient (avg_variableBorrowIndex_eth_rates_ma_7),3.092772365799206,0.7547577039603809,-16.389060467851625,22.574605199450037
Coefficient (avg_variableBorrowIndex_eth_rates_ma_14),-0.7942166148897991,0.8096420595710468,-7.2819993721171485,5.69356614233755
Coefficient (avg_variableBorrowIndex_eth_rates_ma_21),-5.27556552832119,0.6277069444279596,-26.677718433680653,16.12658737703827
Coefficient (avg_variableBorrowIndex_eth_rates_ma_30),-6.86009195090821,0.6943164010186038,-41.20489835376935,27.48471445195293
Coefficient (moving_average_7_price_usdc),-3.87354654572587,0.5425435203623029,-16.385981056929925,8.638887965478183
Coefficient (moving_average_14_price_usdc),9.275129871420727,0.11822707786732171,-2.378307118814803,20.928566861656257
Coefficient (moving_average_21_price_usdc),18.579409743859436,0.02325895189006247,2.5536334516848065,34.60518603603407
Coefficient (moving_average_30_price_usdc),-12.112686809677742,0.09395402095996226,-26.30236502388755,2.076991404532066
