Leverage_Level_1.8333333333333337,Leverage_Level_2.5277777777777786,Leverage_Level_3.1064814814814827,Leverage_Level_3.5887345679012363
0.00939613307051881,0.012955274385109272,0.015921225480601323,0.012381455322587876
0.16196722152890164,0.22331844180500077,0.27444445870175005,0.30196287550902695
0.011154652014531051,0.015379898989732209,0.018900938135733174,0.015719141501386598
-0.03617400611980833,-0.04987628116519028,-0.06129484370300858,-0.07411111517793796
0.00032534245486186053,0.0004485782332186259,0.0005512747151825971,-0.004834994105917476
-0.028300636851235076,-0.03902057505246049,-0.047953856886815,-0.05916738319382995
0.13071657585831978,0.18023043035010758,0.22149197575993076,0.24264884395514724
0.05317308863568414,0.07331441008859481,0.09009884463268703,0.09547054573998466
0.16245541252382795,0.22399155363133855,0.2752716712209307,0.3028894667987755
0.04979637058700099,0.06865863217298622,0.08437718349464059,0.08906150181175986
-0.15050045030683654,-0.20750819663518374,-0.2550146519088064,-0.2911038259664955
-0.0051268944300642,-0.00706889989599761,-0.008687237784275452,-0.015183393113115007
-0.04734871478602809,-0.06528383402315995,-0.08022976672076983,-0.09532082167233918
0.23017164591413553,0.31735787542706567,0.39001306668784086,0.43141554099133483
-0.0015144692870197923,-0.0020881318957394106,-0.0025661840696724262,-0.008326974811259966
0.039292685427154764,0.05417627839198612,0.06657927252934559,0.06912540450450902
-0.08253274605589317,-0.11379514986494363,-0.13984715303915235,-0.16210045761752545
0.11761467546042963,0.16216568889241056,0.19929153341906133,0.21778130867897846
-0.1099623701757845,-0.15161478312115745,-0.18632512724230155,-0.21416215284482923
0.05976725735493069,0.08240636998937415,0.1012722971847437,0.10798634255288661
-0.034814548139520236,-0.048001876980247604,-0.05899131768085375,-0.07153085061672
-0.02357617897197593,-0.03250654979469409,-0.03994852548029256,-0.05020031586730917
0.0633244621959698,0.08731100090656442,0.10729978316539329,0.11473795218070389
-0.044194820873049726,-0.06093528332496251,-0.0748856687015565,-0.08933470013603799
-0.02342699992354184,-0.03230086353094406,-0.039695749870445905,-0.04991717257231073
-0.021047012121305737,-0.02901936519755791,-0.035662992761101395,-0.04539993241389154
0.04896861682551088,0.06751733532002259,0.08297460073211568,0.0874904170653706
-0.11272334894271825,-0.1554215871785964,-0.1910034523751615,-0.219402517585698
-0.033036102725215157,-0.04554977799991787,-0.0559778407288368,-0.06815534380214415
0.22309002042390716,0.3075938160390235,0.3780136457182872,0.41797454645292204
-0.0028207166416477063,-0.003889169914999111,-0.004779547642791948,-0.010806245083826126
-0.08725904641770993,-0.12031171551532734,-0.14785560643000853,-0.171071021993986
0.3432776110099217,0.4733070091197406,0.581664840877923,0.6460917705112532
0.029259769370455067,0.0403430153441123,0.04957905365549332,0.05008283156577742
0.1914917128151525,0.26402645251786183,0.32447206893678626,0.35800064913536384
0.1342261185016248,0.18506934520678575,0.22743870079441988,0.2493099902648582
-0.02473217314915591,-0.03410042055413921,-0.0419072933916253,-0.05239440413748851
-0.013820646561293011,-0.019055739955722184,-0.023418317784413164,-0.031684219805433185
0.021780495558672022,0.030030683270290213,0.03690583969663871,0.03588709661845702
0.05697624197422522,0.0785581518129469,0.0965430766785483,0.10268896802489831
-2.9492652769103997e-05,-4.066411215134037e-05,-4.997366163653734e-05,-0.005508474615482111
-0.07540999337766117,-0.10397438480859345,-0.12777804433437034,-0.14858140327347907
0.07043087929719263,0.09710924266734137,0.11934121214246532,0.12822600143959503
0.06560303490585077,0.09045266933988517,0.11116069803491384,0.11906270550056622
0.11295832778692272,0.1557455731607571,0.19140161097228575,0.2089435151900518
-0.07045203951566198,-0.0971384181200794,-0.11937706695709392,-0.1391711582848409
-0.0012151837894398463,-0.0016754806793791823,-0.0020590614209952955,-0.00775892800562912
0.06586826167988101,0.09081836080104806,0.11161011006868729,0.11956610851532608
0.26362238665706134,0.3634793512998877,0.44669348850224294,0.4949053745404158
-0.012158109801215991,-0.016763454422888718,-0.02060124160761599,-0.028528708751800053
0.04176502100308241,0.057585104716371203,0.07076850781077854,0.07381792164185562
-0.024654472795345408,-0.033993288248127765,-0.04177563445877973,-0.05224692810495322
0.06906670373113692,0.09522833393232516,0.11702969243331537,0.1256367828543858
-0.17779802177337609,-0.2451457572935943,-0.3012688702271095,-0.3429148839644042
0.14673440634234552,0.20231562086596128,0.24863329963564107,0.2730508430936345
0.2271708232444684,0.3132203775037368,0.3849283393864605,0.42571995017402936
0.017100312704813624,0.023577703880879392,0.0289755298609342,0.027004063723779715
-0.02489632822870935,-0.034326755588068955,-0.04218544505420196,-0.05270597208622783
-0.058649382610996496,-0.08086505784243457,-0.09937812053529964,-0.11676959988369857
0.011179334843371268,0.015413931374951294,0.018942761817934653,0.015765989752270764
0.07668362857229909,0.10573045757695784,0.12993614841417347,0.140093780803632
0.16348301470456056,0.22540839906234866,0.2770128860271721,0.3048398658022171
0.10966936540992274,0.15121079170156015,0.18582864694459136,0.20270103238616716
-0.061416612032694134,-0.08468048022689648,-0.10406703705539842,-0.12202182842852857
0.22033142029157174,0.30379029161413684,0.37333935104960775,0.4127386963838174
-0.0780256320980494,-0.10758079577155297,-0.13221009883280596,-0.15354591118253336
0.38471738252819027,0.5304436637888685,0.6518822315061004,0.724744862717088
-0.18954725885342294,-0.261345462964568,-0.3211772997238556,-0.36521505101522267
0.028436570432181382,0.03920799862618948,0.04818418878786291,0.0485203919184632
0.0218816441228343,0.030170145684513962,0.03707723031924701,0.03607907758389348
-0.04486821710954882,-0.06186375389346884,-0.07602670121340219,-0.0906128127882054
